N°;Pedido;Fecha;Cliente;Segemento;Ventas [unid];Ventas [$]
17357;528109;17/10/2021;5;Segmento 2;2;30,4
17358;760799;29/9/2021;30;Segmento 1;4;355,99
17359;776618;11/3/2021;10;Segmento 8;3;278,64
17360;925659;30/4/2021;6;Segmento 4;10;959,17
17361;589940;24/4/2021;18;Segmento 7;8;772,87
17362;65067;29/10/2021;27;Segmento 1;1;18,49
17363;23065;30/3/2021;24;Segmento 8;9;550,91
17364;398199;18/8/2021;30;Segmento 7;6;564,54
17365;778419;5/6/2021;13;Segmento 8;6;327,57
17366;18507;30/3/2021;4;Segmento 6;4;314,27
17367;953349;25/7/2021;33;Segmento 2;5;418,36
17368;191635;11/6/2021;18;Segmento 8;1;19,27
17369;890743;19/7/2021;13;Segmento 4;3;199,99
17370;470556;11/4/2021;10;Segmento 5;2;196,18
17371;534971;28/4/2021;5;Segmento 1;4;149,67
17372;636302;23/11/2021;34;Segmento 7;7;561,97
17373;921248;25/2/2021;27;Segmento 3;6;388,08
17374;601758;23/2/2021;25;Segmento 5;7;695,85
17375;31152;10/3/2021;33;Segmento 2;4;209,11
17376;958617;17/1/2021;34;Segmento 1;8;426,46
17377;118426;9/1/2021;32;Segmento 6;4;12,34
17378;841627;2/12/2021;25;Segmento 2;4;255,74
17379;378518;30/1/2021;26;Segmento 3;6;18,14
17380;789950;21/7/2021;26;Segmento 6;8;623,84
17381;489452;5/5/2021;34;Segmento 2;7;123,3
17382;65479;30/9/2021;28;Segmento 8;6;358,48
17383;187649;4/9/2021;29;Segmento 8;5;195,65
17384;566087;1/9/2021;18;Segmento 3;6;20,11
17385;498761;21/11/2021;31;Segmento 7;7;350,81
17386;493694;30/11/2021;24;Segmento 4;8;142,38
17387;898353;28/6/2021;34;Segmento 3;10;451,46
17388;170413;27/11/2021;6;Segmento 4;9;797,44
17389;411170;23/2/2021;31;Segmento 7;6;112,63
17390;652451;22/12/2021;15;Segmento 3;9;704,35
17391;291008;17/12/2021;31;Segmento 4;2;63,17
17392;53250;20/7/2021;18;Segmento 5;2;89,94
17393;428030;24/12/2021;26;Segmento 5;10;949,24
17394;462364;4/11/2021;11;Segmento 8;9;340,94
17395;129667;24/7/2021;11;Segmento 7;7;691,27
17396;259713;8/3/2021;18;Segmento 6;3;222,54
17397;507877;27/2/2021;32;Segmento 1;5;357,26
17398;74266;22/4/2021;5;Segmento 3;7;450,8
17399;797971;3/3/2021;14;Segmento 5;0;0
17400;631180;10/4/2021;2;Segmento 5;3;56,63
17401;870131;19/7/2021;32;Segmento 8;4;36,4
17402;981662;15/3/2021;32;Segmento 2;8;377,29
17403;813073;25/1/2021;35;Segmento 8;8;192,76
17404;178612;7/8/2021;28;Segmento 8;9;613,88
17405;55971;13/11/2021;11;Segmento 6;8;752,31
17406;15276;10/11/2021;23;Segmento 7;1;35,67
17407;495917;17/2/2021;12;Segmento 5;5;179,02
17408;641761;7/2/2021;24;Segmento 8;2;0,06
17409;781827;2/7/2021;20;Segmento 1;9;465,11
17410;89285;20/8/2021;1;Segmento 4;5;156,82
17411;460893;29/4/2021;30;Segmento 3;3;289,57
17412;166260;21/5/2021;34;Segmento 8;3;116,16
17413;785718;3/5/2021;13;Segmento 6;4;256,31
17414;773430;8/6/2021;19;Segmento 1;4;321,2
17415;652429;12/5/2021;31;Segmento 8;1;59,13
17416;171637;8/9/2021;21;Segmento 7;2;44,1
17417;142333;16/4/2021;8;Segmento 5;2;89
17418;487869;19/4/2021;12;Segmento 5;5;181,26
17419;988833;26/6/2021;4;Segmento 2;5;129,35
17420;526126;27/5/2021;13;Segmento 1;10;162,05
17421;467125;25/6/2021;7;Segmento 8;1;34,71
17422;381376;20/8/2021;17;Segmento 1;5;493,13
17423;467353;4/10/2021;3;Segmento 2;5;424,47
17424;324339;20/4/2021;12;Segmento 1;3;141,95
17425;368560;4/2/2021;35;Segmento 4;2;195,16
17426;490293;22/8/2021;10;Segmento 3;3;54,91
17427;564662;19/9/2021;35;Segmento 2;2;43,03
17428;469874;1/2/2021;7;Segmento 7;4;297,94
17429;343764;6/7/2021;21;Segmento 5;8;599,78
17430;832656;19/9/2021;16;Segmento 6;9;305,46
17431;132067;22/6/2021;16;Segmento 6;6;99,58
17432;836543;11/12/2021;16;Segmento 8;3;54,53
17433;788898;23/3/2021;23;Segmento 1;5;494,97
17434;813027;29/8/2021;7;Segmento 3;2;126,35
17435;166803;17/6/2021;4;Segmento 8;4;360,33
17436;228972;19/3/2021;24;Segmento 5;1;53,13
17437;375776;4/1/2021;31;Segmento 4;2;73,32
17438;259557;8/12/2021;11;Segmento 5;9;413,16
17439;87063;22/7/2021;25;Segmento 8;4;112,3
17440;124783;3/8/2021;7;Segmento 4;3;17,12
17441;867672;22/11/2021;1;Segmento 5;1;93,47
17442;211150;7/10/2021;18;Segmento 5;7;641,04
17443;78716;19/5/2021;25;Segmento 3;8;460,84
17444;484586;6/7/2021;9;Segmento 7;7;97,62
17445;248747;11/7/2021;19;Segmento 2;3;214,84
17446;924729;26/5/2021;18;Segmento 2;1;87,91
17447;322207;10/10/2021;17;Segmento 5;8;574,52
17448;26654;4/9/2021;21;Segmento 5;5;176,74
17449;903807;8/3/2021;18;Segmento 5;8;386,42
17450;62523;19/1/2021;2;Segmento 1;2;145,89
17451;808736;12/2/2021;32;Segmento 4;2;3,96
17452;715156;4/8/2021;23;Segmento 7;2;102,74
17453;820285;19/7/2021;23;Segmento 1;6;23,15
17454;415262;21/8/2021;13;Segmento 3;1;34,31
17455;482782;20/2/2021;12;Segmento 1;5;297,7
17456;382271;2/9/2021;26;Segmento 6;8;373,52
17457;891957;24/5/2021;30;Segmento 3;3;50,83
17458;734539;7/9/2021;15;Segmento 4;1;35,38
17459;342920;30/4/2021;23;Segmento 3;5;478,05
17460;764981;20/10/2021;3;Segmento 6;3;183,69
17461;822321;22/11/2021;3;Segmento 3;7;690
17462;501013;2/6/2021;19;Segmento 6;5;130,08
17463;227757;13/12/2021;6;Segmento 8;4;159,15
17464;585543;15/2/2021;27;Segmento 6;8;252,35
17465;220857;25/8/2021;15;Segmento 8;4;197,15
17466;489093;23/11/2021;4;Segmento 7;1;48,92
17467;418951;7/4/2021;1;Segmento 7;7;324,29
17468;57666;5/12/2021;25;Segmento 6;10;227,39
17469;66110;7/11/2021;32;Segmento 7;10;449,58
17470;686044;9/11/2021;30;Segmento 2;7;193,35
17471;511512;25/7/2021;6;Segmento 6;6;411,07
17472;376873;16/11/2021;3;Segmento 8;2;44,23
17473;974465;21/11/2021;20;Segmento 4;2;106,98
17474;768820;7/3/2021;29;Segmento 6;7;130,12
17475;102204;23/12/2021;3;Segmento 8;6;465
17476;164364;27/3/2021;27;Segmento 8;8;35,57
17477;819049;5/3/2021;34;Segmento 4;0;0
17478;281203;8/11/2021;28;Segmento 6;7;348,84
17479;183451;7/7/2021;22;Segmento 3;6;92,13
17480;942443;6/12/2021;6;Segmento 6;5;311,16
17481;664199;1/12/2021;2;Segmento 3;0;0
17482;635017;25/12/2021;13;Segmento 6;2;106,06
17483;233072;20/7/2021;3;Segmento 4;8;152,99
17484;245328;13/3/2021;9;Segmento 8;3;218,64
17485;258623;20/2/2021;19;Segmento 2;4;315,48
17486;747243;28/4/2021;29;Segmento 1;6;284,46
17487;385208;13/4/2021;24;Segmento 7;9;890,41
17488;873985;23/5/2021;28;Segmento 7;3;89,73
17489;752686;16/10/2021;5;Segmento 4;6;595,95
17490;633501;8/4/2021;3;Segmento 1;4;26,96
17491;548900;1/9/2021;4;Segmento 6;10;342,05
17492;445207;3/8/2021;26;Segmento 6;4;144,74
17493;870503;2/5/2021;19;Segmento 1;9;876,21
17494;99038;2/11/2021;9;Segmento 2;5;461,04
17495;293928;17/5/2021;1;Segmento 4;5;367,79
17496;739603;22/2/2021;33;Segmento 2;5;376,45
17497;656508;16/4/2021;15;Segmento 2;3;142,44
17498;899492;19/12/2021;22;Segmento 2;10;699,08
17499;361373;16/10/2021;30;Segmento 4;7;147,79
17500;707493;1/11/2021;13;Segmento 7;2;18,22
17501;104921;31/5/2021;14;Segmento 2;6;449,48
17502;864606;10/6/2021;24;Segmento 3;6;308,45
17503;145324;27/6/2021;24;Segmento 5;4;329,92
17504;754375;21/1/2021;34;Segmento 7;9;269,65
17505;760701;28/4/2021;9;Segmento 8;3;209,98
17506;142413;8/9/2021;7;Segmento 7;1;17,42
17507;710120;12/8/2021;12;Segmento 8;4;391,36
17508;564792;31/3/2021;33;Segmento 7;4;115,76
17509;221825;31/10/2021;25;Segmento 7;3;113,13
17510;772180;12/5/2021;20;Segmento 2;0;0
17511;432103;27/12/2021;23;Segmento 5;1;43,93
17512;919829;6/8/2021;3;Segmento 8;0;0
17513;45384;25/3/2021;18;Segmento 4;2;94,21
17514;994586;10/2/2021;33;Segmento 4;6;8,03
17515;420203;10/11/2021;16;Segmento 7;4;374,68
17516;522184;1/8/2021;18;Segmento 3;5;109,46
17517;185165;6/7/2021;18;Segmento 7;4;357,89
17518;736711;30/5/2021;10;Segmento 4;7;89,55
17519;286320;24/7/2021;8;Segmento 1;2;47,5
17520;528306;22/9/2021;1;Segmento 7;7;240,8
17521;72914;16/2/2021;25;Segmento 8;4;152,86
17522;636717;14/10/2021;3;Segmento 8;2;95,57
17523;338476;11/3/2021;5;Segmento 7;0;0
17524;924671;15/2/2021;4;Segmento 8;10;301,46
17525;923690;21/1/2021;11;Segmento 5;9;886,56
17526;113203;4/4/2021;11;Segmento 3;3;279,56
17527;309644;24/6/2021;22;Segmento 4;4;38,24
17528;24444;26/2/2021;11;Segmento 4;3;201,01
17529;689254;27/8/2021;19;Segmento 5;5;134,58
17530;201245;1/7/2021;26;Segmento 4;3;54,49
17531;798642;13/8/2021;23;Segmento 1;8;264,03
17532;915003;23/2/2021;15;Segmento 4;9;10,88
17533;156128;26/7/2021;1;Segmento 3;1;95,81
17534;433653;20/2/2021;15;Segmento 8;6;318,29
17535;416261;14/6/2021;30;Segmento 7;6;93,54
17536;815715;12/12/2021;20;Segmento 3;3;283,89
17537;967294;2/5/2021;29;Segmento 5;9;349,09
17538;927326;2/2/2021;27;Segmento 4;3;48,87
17539;43613;19/9/2021;8;Segmento 5;7;613,64
17540;777949;16/12/2021;20;Segmento 2;2;77,41
17541;760288;3/9/2021;28;Segmento 3;6;534,41
17542;304973;22/10/2021;8;Segmento 6;8;343,34
17543;983741;1/12/2021;18;Segmento 6;9;274,26
17544;879576;20/6/2021;11;Segmento 1;7;485,1
17545;951520;14/6/2021;9;Segmento 2;6;222,91
17546;823999;11/10/2021;5;Segmento 2;8;451,71
17547;250997;15/3/2021;26;Segmento 5;4;100,18
17548;43848;21/4/2021;19;Segmento 7;10;311,39
17549;792891;2/4/2021;11;Segmento 7;6;52,64
17550;865676;24/9/2021;9;Segmento 4;8;688
17551;525492;15/5/2021;5;Segmento 1;3;259,11
17552;253065;7/9/2021;31;Segmento 1;1;33,25
17553;153329;8/7/2021;31;Segmento 2;5;431,07
17554;803159;13/6/2021;18;Segmento 2;9;376,14
17555;854309;12/4/2021;35;Segmento 6;9;108,39
17556;240425;11/12/2021;24;Segmento 6;6;471,11
17557;117237;24/1/2021;35;Segmento 4;5;138,26
17558;459949;26/11/2021;23;Segmento 1;3;4,13
17559;502148;7/2/2021;29;Segmento 1;5;399,7
17560;378457;28/6/2021;6;Segmento 5;5;64,11
17561;366407;11/11/2021;9;Segmento 1;6;580,26
17562;596346;11/3/2021;18;Segmento 1;5;376,29
17563;769634;29/3/2021;15;Segmento 6;2;40,53
17564;278427;10/11/2021;11;Segmento 1;7;404,78
17565;446057;29/3/2021;33;Segmento 1;3;83
17566;124510;18/3/2021;32;Segmento 5;4;95,87
17567;162217;13/11/2021;15;Segmento 6;8;665,04
17568;619878;15/1/2021;34;Segmento 5;2;119,03
17569;364662;13/3/2021;27;Segmento 2;4;3,83
17570;402685;17/12/2021;20;Segmento 7;6;347,42
17571;836112;20/11/2021;5;Segmento 5;6;36,87
17572;958268;25/12/2021;21;Segmento 8;1;81,94
17573;385903;17/10/2021;33;Segmento 8;0;0
17574;72802;5/3/2021;4;Segmento 3;3;257,47
17575;654825;14/7/2021;7;Segmento 2;1;52,07
17576;497410;7/11/2021;23;Segmento 7;2;116,84
17577;324381;21/10/2021;30;Segmento 8;3;130,92
17578;375446;24/12/2021;6;Segmento 1;9;125,91
17579;907172;2/8/2021;7;Segmento 3;9;783,57
17580;930472;2/3/2021;30;Segmento 7;2;35,1
17581;931634;1/5/2021;26;Segmento 7;8;512,69
17582;876660;4/2/2021;4;Segmento 8;3;7,61
17583;74395;1/4/2021;25;Segmento 6;2;46,86
17584;762619;11/9/2021;1;Segmento 5;2;46,22
17585;671971;30/5/2021;32;Segmento 2;3;237,06
17586;674751;24/12/2021;17;Segmento 5;2;122,57
17587;409423;25/10/2021;5;Segmento 8;6;166,01
17588;558540;23/8/2021;17;Segmento 8;2;196,26
17589;920913;25/7/2021;8;Segmento 1;7;208,17
17590;51592;10/11/2021;4;Segmento 7;0;0
17591;641805;21/8/2021;10;Segmento 8;6;4,55
17592;114086;26/5/2021;13;Segmento 6;7;332,03
17593;753542;23/9/2021;13;Segmento 3;6;360,1
17594;248403;21/4/2021;34;Segmento 4;1;97,79
17595;286386;28/5/2021;4;Segmento 8;9;538,59
17596;231598;24/1/2021;5;Segmento 7;10;803,98
17597;376856;15/12/2021;8;Segmento 6;3;211,96
17598;111;6/7/2021;14;Segmento 8;8;238,37
17599;563044;24/9/2021;16;Segmento 1;7;151,83
17600;797942;10/4/2021;14;Segmento 4;8;461,69
17601;902457;23/11/2021;32;Segmento 8;6;247,19
17602;194277;26/11/2021;28;Segmento 1;8;17,5
17603;922433;26/10/2021;25;Segmento 5;3;218,26
17604;1760;23/2/2021;25;Segmento 6;2;38,76
17605;711812;15/9/2021;17;Segmento 7;9;796,81
17606;455759;4/3/2021;32;Segmento 6;4;244,66
17607;707551;18/9/2021;14;Segmento 6;3;58,18
17608;669317;25/4/2021;30;Segmento 8;0;0
17609;519359;19/11/2021;28;Segmento 1;1;43,42
17610;304365;12/10/2021;2;Segmento 4;1;99,28
17611;832713;9/11/2021;13;Segmento 3;7;515,06
17612;464771;27/2/2021;27;Segmento 4;8;547,68
17613;371948;23/12/2021;15;Segmento 3;9;9,87
17614;548259;9/6/2021;22;Segmento 6;6;167,11
17615;166835;9/4/2021;1;Segmento 4;7;60,05
17616;24344;22/7/2021;3;Segmento 4;1;10,37
17617;942265;3/1/2021;21;Segmento 2;3;292,4
17618;42396;1/7/2021;26;Segmento 6;6;371,61
17619;357599;20/1/2021;32;Segmento 7;4;59,65
17620;510313;6/11/2021;18;Segmento 7;8;264,5
17621;173441;5/7/2021;31;Segmento 3;9;36,58
17622;491834;30/4/2021;2;Segmento 6;4;125,15
17623;319939;27/3/2021;24;Segmento 5;7;57,34
17624;915432;31/10/2021;32;Segmento 8;3;294,55
17625;453415;15/7/2021;23;Segmento 7;2;67,56
17626;201411;13/6/2021;4;Segmento 3;9;30,21
17627;114673;1/2/2021;7;Segmento 3;9;430,25
17628;721619;30/4/2021;15;Segmento 8;8;593,78
17629;69578;16/8/2021;11;Segmento 8;7;382,26
17630;713699;8/7/2021;4;Segmento 3;9;218,73
17631;236273;1/2/2021;9;Segmento 4;3;252,54
17632;217694;9/2/2021;12;Segmento 3;9;306,5
17633;462443;14/11/2021;7;Segmento 5;1;84,95
17634;459962;11/6/2021;21;Segmento 6;2;101,72
17635;548164;29/5/2021;6;Segmento 2;2;117,07
17636;785330;20/10/2021;4;Segmento 1;5;178,24
17637;216506;16/9/2021;12;Segmento 1;6;302,07
17638;173475;16/11/2021;6;Segmento 1;2;147,46
17639;285224;14/1/2021;3;Segmento 7;8;687,17
17640;699476;4/2/2021;14;Segmento 2;5;204,65
17641;366675;22/10/2021;17;Segmento 7;1;31,73
17642;828928;11/2/2021;20;Segmento 3;10;995,94
17643;447732;13/5/2021;24;Segmento 7;9;496,07
17644;737740;3/3/2021;9;Segmento 3;0;0
17645;30189;30/3/2021;20;Segmento 1;6;123,49
17646;476061;28/2/2021;5;Segmento 2;8;666,92
17647;422207;27/12/2021;18;Segmento 6;4;223,13
17648;151000;17/7/2021;9;Segmento 5;7;251,98
17649;849366;3/9/2021;2;Segmento 2;4;177,07
17650;954402;31/3/2021;17;Segmento 3;10;860
17651;385611;6/8/2021;28;Segmento 8;7;629,78
17652;491634;30/10/2021;13;Segmento 2;9;865,14
17653;62610;22/1/2021;12;Segmento 8;9;262,02
17654;2818;5/6/2021;11;Segmento 4;5;202,35
17655;657200;5/3/2021;14;Segmento 8;7;681,95
17656;873374;27/9/2021;9;Segmento 3;7;439,68
17657;621464;14/2/2021;21;Segmento 8;6;262,27
17658;934274;9/5/2021;5;Segmento 7;0;0
17659;645532;29/5/2021;6;Segmento 6;5;290,21
17660;23533;25/6/2021;12;Segmento 5;2;34,97
17661;175936;28/10/2021;29;Segmento 2;2;53,36
17662;93289;18/5/2021;12;Segmento 4;8;229,49
17663;177547;2/6/2021;5;Segmento 6;1;91
17664;189568;7/11/2021;2;Segmento 7;1;76,83
17665;4920;30/11/2021;23;Segmento 6;3;10,04
17666;340761;15/8/2021;11;Segmento 7;8;681,69
17667;91693;22/2/2021;35;Segmento 8;9;335,89
17668;578246;30/1/2021;20;Segmento 1;4;33,26
17669;524752;16/10/2021;13;Segmento 1;4;126,08
17670;668434;6/3/2021;16;Segmento 4;7;249,15
17671;365142;12/4/2021;31;Segmento 7;0;0
17672;372702;28/1/2021;2;Segmento 4;8;344,21
17673;736733;7/12/2021;35;Segmento 5;10;106,17
17674;566674;19/11/2021;33;Segmento 3;4;367,53
17675;241074;7/7/2021;17;Segmento 3;7;631,16
17676;725370;30/3/2021;34;Segmento 4;4;389
17677;120708;4/7/2021;10;Segmento 4;3;130,3
17678;581083;6/12/2021;7;Segmento 2;9;723,19
17679;939928;10/2/2021;32;Segmento 5;9;88,75
17680;384701;21/9/2021;14;Segmento 7;2;68,44
17681;900215;8/8/2021;7;Segmento 4;5;252,8
17682;180285;7/11/2021;35;Segmento 7;7;200,93
17683;929577;26/3/2021;1;Segmento 1;7;670,09
17684;922741;6/8/2021;3;Segmento 6;6;520,45
17685;700100;1/4/2021;29;Segmento 2;1;64,14
17686;809326;13/8/2021;34;Segmento 6;1;32,11
17687;756619;27/3/2021;23;Segmento 5;4;87,17
17688;283045;22/5/2021;31;Segmento 3;1;81,47
17689;507833;2/12/2021;10;Segmento 6;3;279,59
17690;909910;27/12/2021;33;Segmento 8;1;31,76
17691;914687;8/4/2021;3;Segmento 5;1;45,47
17692;46436;7/9/2021;19;Segmento 5;5;415,09
17693;657512;13/1/2021;32;Segmento 4;10;285,59
17694;8112;6/1/2021;21;Segmento 8;4;264,45
17695;718226;21/8/2021;28;Segmento 3;5;442,23
17696;148441;12/5/2021;32;Segmento 8;6;226,65
17697;420719;1/7/2021;20;Segmento 7;9;676,95
17698;708798;8/9/2021;33;Segmento 4;8;420,69
17699;390054;29/3/2021;20;Segmento 7;4;133,51
17700;378786;13/5/2021;33;Segmento 2;1;19,05
17701;208846;3/8/2021;13;Segmento 1;4;162,91
17702;613766;20/6/2021;18;Segmento 7;2;51,95
17703;694309;7/4/2021;9;Segmento 2;5;339,3
17704;692653;24/2/2021;19;Segmento 5;2;65,14
17705;664239;30/9/2021;10;Segmento 5;1;38,69
17706;882448;30/6/2021;13;Segmento 2;10;544,49
17707;115294;9/8/2021;33;Segmento 7;4;45,05
17708;467156;12/8/2021;23;Segmento 4;6;76,18
17709;188502;17/9/2021;26;Segmento 3;7;508,33
17710;658241;23/1/2021;23;Segmento 8;8;500,54
17711;280831;23/3/2021;11;Segmento 1;6;587,6
17712;402317;2/4/2021;33;Segmento 8;4;198,23
17713;620546;25/12/2021;18;Segmento 8;0;0
17714;73311;18/1/2021;33;Segmento 1;0;0
17715;875636;21/8/2021;35;Segmento 3;8;500,68
17716;432858;18/5/2021;34;Segmento 4;7;108,3
17717;805660;27/6/2021;7;Segmento 2;10;440,18
17718;794669;24/1/2021;8;Segmento 7;7;343,2
17719;473654;14/6/2021;13;Segmento 5;5;146,7
17720;514188;2/2/2021;29;Segmento 6;2;186,36
17721;404992;12/8/2021;19;Segmento 6;10;773,13
17722;770191;26/1/2021;17;Segmento 3;7;269,66
17723;822229;16/9/2021;5;Segmento 6;5;489,64
17724;555782;25/1/2021;1;Segmento 7;9;726,39
17725;595687;18/1/2021;18;Segmento 1;8;702,89
17726;551759;5/2/2021;23;Segmento 7;4;299,24
17727;601928;28/7/2021;9;Segmento 4;0;0
17728;85678;8/12/2021;25;Segmento 3;10;146,74
17729;347809;7/8/2021;15;Segmento 1;2;134,65
17730;794925;6/5/2021;25;Segmento 1;2;159,89
17731;580461;26/7/2021;2;Segmento 2;3;143,63
17732;691845;29/8/2021;25;Segmento 3;0;0
17733;829700;28/10/2021;25;Segmento 5;3;169,4
17734;972913;10/7/2021;12;Segmento 8;9;578,04
17735;566893;1/8/2021;29;Segmento 5;6;17,61
17736;875737;26/1/2021;5;Segmento 7;1;2,34
17737;398603;17/5/2021;9;Segmento 6;4;197,73
17738;377704;18/10/2021;29;Segmento 1;7;97,2
17739;491994;21/1/2021;8;Segmento 4;1;1,39
17740;939089;17/6/2021;20;Segmento 3;8;291,28
17741;55110;26/8/2021;2;Segmento 7;6;105,79
17742;442140;27/10/2021;27;Segmento 2;4;272,51
17743;794009;3/9/2021;35;Segmento 6;9;821,33
17744;567062;14/4/2021;9;Segmento 5;1;36,02
17745;615525;24/8/2021;3;Segmento 7;7;91,8
17746;90949;14/8/2021;2;Segmento 8;8;607,99
17747;912321;8/10/2021;33;Segmento 8;10;981,96
17748;432476;22/4/2021;4;Segmento 7;2;50,82
17749;320997;30/9/2021;18;Segmento 2;2;181,75
17750;131715;16/3/2021;26;Segmento 5;6;539,15
17751;590013;30/6/2021;32;Segmento 5;4;300,22
17752;54822;7/10/2021;19;Segmento 4;5;427,93
17753;647560;4/4/2021;25;Segmento 8;3;28,91
17754;194535;4/6/2021;31;Segmento 7;10;315,02
17755;214649;24/6/2021;19;Segmento 5;0;0
17756;401498;17/10/2021;23;Segmento 5;5;335,11
17757;572327;3/8/2021;13;Segmento 1;7;381,13
17758;751871;31/1/2021;27;Segmento 4;9;280,81
17759;942154;1/8/2021;11;Segmento 6;5;237,76
17760;431562;14/8/2021;18;Segmento 2;3;65,22
17761;5573;22/1/2021;13;Segmento 3;4;357,62
17762;514169;5/5/2021;5;Segmento 2;4;153,55
17763;772152;6/9/2021;20;Segmento 3;3;232,75
17764;474474;18/12/2021;24;Segmento 7;6;417,26
17765;426889;16/11/2021;18;Segmento 3;3;212,59
17766;977045;12/8/2021;16;Segmento 8;9;38,46
17767;393933;2/5/2021;19;Segmento 6;6;383,03
17768;567168;7/3/2021;17;Segmento 5;5;65,54
17769;260603;28/10/2021;35;Segmento 5;1;88,07
17770;82549;4/12/2021;5;Segmento 4;7;161,81
17771;773718;28/12/2021;34;Segmento 7;1;99,14
17772;887722;13/1/2021;8;Segmento 1;4;8,59
17773;42643;15/1/2021;28;Segmento 7;2;57,78
17774;439157;15/8/2021;19;Segmento 7;6;290,18
17775;149803;24/10/2021;32;Segmento 7;5;261,8
17776;676203;20/6/2021;32;Segmento 2;10;476,7
17777;250900;27/1/2021;4;Segmento 6;9;455,64
17778;781086;3/10/2021;7;Segmento 4;8;672,89
17779;404606;15/7/2021;11;Segmento 3;2;149,83
17780;898773;3/6/2021;17;Segmento 6;8;723,27
17781;661259;7/8/2021;24;Segmento 4;1;80,91
17782;412082;22/1/2021;12;Segmento 7;4;168,97
17783;612675;6/12/2021;17;Segmento 8;10;612,98
17784;93187;25/6/2021;9;Segmento 2;3;11,33
17785;932273;26/7/2021;11;Segmento 3;2;93,74
17786;996659;13/3/2021;10;Segmento 5;6;453,37
17787;835710;28/11/2021;10;Segmento 7;10;510,45
17788;158630;28/12/2021;29;Segmento 6;7;413,62
17789;239029;16/7/2021;20;Segmento 6;2;22,5
17790;21183;22/9/2021;29;Segmento 2;2;161,76
17791;911323;1/11/2021;33;Segmento 1;9;309,91
17792;122042;24/11/2021;25;Segmento 5;8;270,57
17793;392122;31/3/2021;30;Segmento 8;3;59,2
17794;964760;11/2/2021;26;Segmento 6;10;848,86
17795;583495;5/8/2021;9;Segmento 6;8;66,58
17796;220875;29/3/2021;5;Segmento 3;7;287,65
17797;79206;22/9/2021;29;Segmento 4;3;293,42
17798;23098;21/7/2021;35;Segmento 4;6;359,9
17799;983864;19/1/2021;15;Segmento 6;9;627,03
17800;971329;15/8/2021;27;Segmento 6;5;407,75
17801;165860;22/9/2021;6;Segmento 5;4;27,78
17802;981858;28/3/2021;26;Segmento 2;1;50,78
17803;989374;29/6/2021;20;Segmento 5;1;38,88
17804;595907;10/4/2021;17;Segmento 5;2;30,21
17805;840349;21/5/2021;14;Segmento 6;1;75,89
17806;260418;22/2/2021;4;Segmento 3;10;23,17
17807;814507;3/3/2021;33;Segmento 7;9;261,01
17808;592574;16/3/2021;20;Segmento 6;9;388,65
17809;430957;13/5/2021;10;Segmento 2;1;35
17810;39099;17/5/2021;27;Segmento 5;3;96,3
17811;908056;30/3/2021;24;Segmento 3;3;141,78
17812;671403;15/1/2021;18;Segmento 5;0;0
17813;764056;6/2/2021;34;Segmento 4;2;12,27
17814;52068;5/12/2021;24;Segmento 6;5;412,91
17815;589212;15/7/2021;30;Segmento 5;4;151,35
17816;187075;16/6/2021;13;Segmento 7;4;120,79
17817;483171;10/2/2021;1;Segmento 4;6;211,53
17818;908306;8/2/2021;34;Segmento 2;4;188,96
17819;222376;27/11/2021;23;Segmento 3;6;82,15
17820;971570;23/8/2021;32;Segmento 2;0;0
17821;437506;22/10/2021;27;Segmento 6;2;136,45
17822;574763;25/11/2021;25;Segmento 8;1;79,65
17823;977815;26/8/2021;29;Segmento 8;5;117,13
17824;849775;21/9/2021;22;Segmento 2;7;681,87
17825;265481;12/10/2021;27;Segmento 2;4;69,02
17826;84533;28/7/2021;14;Segmento 3;5;329,89
17827;63791;9/11/2021;34;Segmento 3;5;487,96
17828;758404;17/7/2021;33;Segmento 1;3;259,36
17829;357694;21/5/2021;30;Segmento 8;7;210
17830;573444;27/3/2021;4;Segmento 6;2;128,49
17831;82760;6/1/2021;32;Segmento 6;3;182,92
17832;878833;20/11/2021;15;Segmento 3;5;323,81
17833;560817;18/8/2021;21;Segmento 2;4;47,51
17834;288535;9/12/2021;18;Segmento 1;1;24,2
17835;109443;27/11/2021;27;Segmento 6;0;0
17836;674812;3/3/2021;28;Segmento 4;7;434,34
17837;70172;11/11/2021;3;Segmento 8;2;98,47
17838;1083;21/1/2021;23;Segmento 3;2;116,48
17839;619793;14/12/2021;19;Segmento 7;8;27,93
17840;169285;12/1/2021;33;Segmento 4;2;76,33
17841;778122;23/7/2021;6;Segmento 6;2;151,9
17842;189240;19/10/2021;4;Segmento 4;9;866,61
17843;836307;24/12/2021;3;Segmento 2;6;252,46
17844;81670;9/7/2021;5;Segmento 5;6;506,49
17845;637175;28/5/2021;10;Segmento 6;2;15,11
17846;752618;19/1/2021;25;Segmento 5;6;366,67
17847;186243;11/10/2021;33;Segmento 3;2;33,53
17848;469262;5/8/2021;32;Segmento 3;0;0
17849;54699;24/9/2021;5;Segmento 8;4;47,63
17850;430059;25/3/2021;23;Segmento 4;0;0
17851;497830;13/6/2021;19;Segmento 2;1;76,27
17852;478866;19/3/2021;32;Segmento 3;4;178,01
17853;767675;14/2/2021;25;Segmento 4;5;415,05
17854;316236;21/2/2021;7;Segmento 1;3;280,37
17855;458256;15/6/2021;16;Segmento 8;1;36,48
17856;931182;3/6/2021;16;Segmento 2;3;90,85
